claim	text	argument_sum	argument_annotator_1	stance_annotator_1	aspect_1_annotator_1	aspect_2_annotator_1	aspect_3_annotator_1	argument_annotator_2	stance_annotator_2	aspect_1_annotator_2	aspect_2_annotator_2	aspect_3_annotator_2	argument_annotator_3	stance_annotator_3	aspect_1_annotator_3	aspect_2_annotator_3	aspect_3_annotator_3
Нужно использовать криптовалюту и инвестировать в неё	В настоящее время нет ни одного доказательства того, что биткойн действительно способен привести к краху.	2	0					1	за	Надежность			1	за	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	В настоящее время, по некоторым оценкам, в мире насчитывается не менее 3 млрд устройств с биткоинами, а их суммарная стоимость достигает $3,2 млрд.	3	1	за		Популярность		1	за		Популярность		1	за		Популярность	
Нужно использовать криптовалюту и инвестировать в неё	В последние годы стало модным говорить о необходимости перехода с биткойнов на другие традиционные средства платежа и другие экономические инструменты.	2	0					1	против		Популярность		1	против		Популярность	
Нужно использовать криптовалюту и инвестировать в неё	"В частности, майнинг криптовалюта может потребовать увеличения мощностей и квалифицированных рабочих.вольте добиваться прозрачности и честности в торговле криптовалютами  отметил Набиль Амер.вольте уважать финансовые транзакции  подчеркнул Амер  добавил, что нужно сделать их прозрачными, избегая использования так называемых виртуальных валют.ройте пенсию  добавил Амер;ройте дороги  отметил Амер и добавил,  что их нужно сделать чистыми и комфортными.сьте зарабатывать  отметили участники мероприятия  отметили важность подобных мер и призвали власти  сделать  их обязательными для всех граждан  отметили  необходимость сделать их обязательны  добавила  Набиль  отметил, что  в мире  есть всего около 30"	2	1	против	Деньги			1	против	Надежность	Стоимость		0				
Нужно использовать криптовалюту и инвестировать в неё	В этом качестве Биткойн имеет гораздо больше возможностей по использованию, чем традиционные деньги в виде монет.	3	1	за	Удобство и комфорт			1	за		Перспективы		1	за	Удобство и комфорт		
Нужно использовать криптовалюту и инвестировать в неё	Если это происходит, то существует риск того, что стоимость биткойнов может упасть до нуля.	3	1	против	надежность			1	против	Надежность	Доходность		1	против	Надежность	Доходность	
Нужно использовать криптовалюту и инвестировать в неё	За последние 10 лет стоимость биткойна упала более чем в 6 раз.	3	1	против	надежность	доходность		1	против	Надежность	Доходность		1	против	Деньги		
Нужно использовать криптовалюту и инвестировать в неё	Запастись биткойнами сейчас очень опасно, поскольку биткойны не являются законным платежным средством.	3	1	против	Безопасность	Юридический аспект		1	против	Надежность	Юридический аспект		1	против	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	заявил, что биткойн не является самостоятельной финансовой пирамидой.	2	1	за	надежность			0					1	за	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	заявила, что не исключает возможности новых спекулятивных атак, так как технология блокчейна предполагает возможность мгновенной передачи информации в зашифрованном виде и бесконтрольного доступа к ней. двольтевольте думайте о будущем  заявил, что технология блокчйна не является альтернативой традиционным деньгам.вольте думайте об инфляции  заявил  заметил, что высокая волатильность курса биткойна может повлечь за собой высокий уровень безработицы в стране.обавок  заявила  заявила о  потенциальной  опасности,  которая  подстерегает  пользователей,  которые  используют  биткойны  для оплаты товаров, услуг и т.п.шисьтесьтесь думайте о качестве  работы  заявил представитель  Министерства	3	1	против	Безопасность			1	против	Надежность	перспективы		1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	Исходя из оценки ситуации в мире, многие страны могут просто закрыть свои программы по хранению биткойнов.	3	1	против	надежность			1	против	Надежность			1	против	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	Как отмечают в Mandiant, в криптовалютах присутствует ряд недостатков, например, их трудно использовать, поскольку для получения криптовалюты требуется высокая вычислительная мощность.	3	1	против	Удобство и комфорт			1	против	Удобство и комфорт			1	против	Деньги		
Нужно использовать криптовалюту и инвестировать в неё	Китайский регулятор также выступил против криптовалютизации, отметив, что это может нарушить ряд важных норм и правил.Палеонтолог Юрий Малеев о происхождении жизни на Земле и о путях эволюции Земли.Две тысячи тонн мела на территории области собрали в Ивановской области за пять месяцев, сообщает Ивановская газета.	2	1	против		Отношение властей		1	против	Надежность			0				
Нужно использовать криптовалюту и инвестировать в неё	Криптоактивы всегда имеют свойство быстро обесцениваться.	3	1	против	надежность			1	против	Надежность			1	против	Надежность	Доходность	
Нужно использовать криптовалюту и инвестировать в неё	Криптовалюта и другие финансовые активы могут подвергаться различного рода мошенничеству, в том числе путём несанкционированного доступа.	3	1	против	Безопасность			1	против	Надежность	Безопасность		1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	Криптовалюту также невозможно сделать стабильной и не подверженной манипуляциям, в том числе с использованием блокчейна, поясняет экономист.	3	1	против	надежность			1	против	Надежность			1	против	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	Криптовалюты должны стать средством платежа, однако, если вы инвестируете в них в течение длительного времени, могут возникнуть сомнения относительно того, являются ли они средством платежа.	2	1	и за, и против				1	против	Деньги			0				
Нужно использовать криптовалюту и инвестировать в неё	Кроме того, в докладе отмечено, что по состоянию на сегодня система биткойнов, которая занимает более 4% от общего рынка деривативов, не готова конкурировать со «свободными» деривами, такими как Litecoin или Bitcoin Cash.	2	1	против	надежность			1	против	Надежность			0				
Нужно использовать криптовалюту и инвестировать в неё	Миллиардер Уоррен Баффетт в прошлом году в своём обращении к инвесторам заявил, что криптовалюты – это просто способ оплаты покупок и не является инвестицией.	3	1	против	надежность			1	за	Деньги			1	и за, и против	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	"Министр экономики Японии, выступая в рамках брифинга для журналистов, обратил внимание на то, что ""некоторые страны, например Италия и Россия, используют биткойны для платежей, тогда как другие страны, в частности США и Китай, делают свои электронные кошельки"".Астрономы впервые обнаружили планету, в которой сформировались кольца Сатурна На расстоянии более 17 тысяч световых лет от Земли в Солнечной системе находится планета массой в 30 раз больше Земли, которую, как считают специалисты, сформировали кольца планеты."	2	0					1	за	Деньги			1	за	Удобство и комфорт		
Нужно использовать криптовалюту и инвестировать в неё	Многие из  трейдеров считают, что биткойн является наиболее надежным инструментом вложения денег,  при этом  они  уверены,  что  он  надежнее  традиционных  валют  и  других  активов,  например,  акций.вольтеryptiously  cheaply  digital  assets  often  buyers  expect,  they  expected,  that  digital assets,  whether real estate, stocks or other assets such as student loans, can be fully marketed as well as used as money.	3	1	за	надежность			1	за	Надежность			1	за	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	Многие криптовалютаристы считают, что в связи с быстрым ростом цен на нефть и других сырьевых товаров, а также повышением спроса на энергоресурсы, многие государства заинтересованы в создании таких денежных единиц, как биткойн».	3	1	за	надежность			1	за	Надежность			1	за		Перспективы	
Нужно использовать криптовалюту и инвестировать в неё	На данный момент стоимость одной криптовалюры оценивается в 10 тыс. долл.	2	1	за	Деньги			1	за	Деньги			0				
Нужно использовать криптовалюту и инвестировать в неё	На данный момент у меня нет сомнений относительно того, является ли биткойновая технология неконтролируемой децентрализованной системой, которая, в случае отсутствия разрешения, может иметь значительные риски и причинить экономике значительный ущерб.	2	1	против	надежность			1	против	Безопасность			0				
Нужно использовать криптовалюту и инвестировать в неё	Например, при конвертации биткойна в валюту (доллары США) она удваивается, но при конвертации в фунт стерлингов - утраивается.	2	1	за	Деньги			0					1	за	Деньги		
Нужно использовать криптовалюту и инвестировать в неё	Неправильная идентификация, которая происходит из-за неправильной кодировки данных, может использоваться злоумышленниками для хищения криптовалют.	3	1	против	Безопасность			1	против	Надежность	Безопасность		1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	Но если вдруг система сбоит или вовсе не работает, в ход идут более строгие санкции, например, запрет на покупку или продажу биткойнов через банки. международное рейтинговое агентство Fitch отмечает, что нынешний уровень волатильности курса биткойна негативно сказывается на перспективах мировой экономики, в которой ключевая роль  принадлежит  торговле  между  странами  с  диверсифицированным  капиталом,  где есть высокий спекулятивный  потенциал. международное агентство Standard Poor`s в очередной раз  понижает долгосрочный рейтинг  госдолга  США  до  С  негативным прогнозом,  который не учитывает  высокую волатиЛЬность курса биткамина  и  спекулятивные  возможности	2	0					1	против	Надежность	Перспективы		1	против	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	Но есть и обратная сторона медали: люди не могут использовать биткойны для оплаты товаров и услуг, так как биткойн не имеет статуса законного средства платежа.ccordingобавокноклассничьюлотнуюлотную	3	1	против	Удобство и комфорт			1	против	Деньги	Юридический аспект		1	против	Удобство и комфорт		
Нужно использовать криптовалюту и инвестировать в неё	Об этом заявил в ходе пресс-конференции глава ЦБ Эльвира Набиуллина, отвечая на вопрос о влиянии роста волатильности курса биткойна на финансовую стабильность. ч?фметоводчальник управления координации и контроля за движением капитала Росфинмониторинга Сергей Тригубов заявил, что  в случае резкого колебания курса биткоина  инвесторы могут потерять в качестве источника средств значительную часть своих сбережений.вольтешисьектовводоносный фактор роста волотильности  биткойн  связан  с  тем,  что  он  рассматривается  как  актив  спекулятивный,  тогда как реальный сектор экономики, в том числе сельское хозяйство, находится в	2	1	против	надежность			1	против	Надежность			0				
Нужно использовать криптовалюту и инвестировать в неё	Обмен можно производить на сайтах обмена, имеющих аттестат надежности от биржи. гвусмысленный ответ: С юридической точки зрения, биткойн является цифровой валютой, то есть это товар, а не услуга.ропотчивый ответ: Но если его использовать как средство платежа, например, в интернет-магазинах, он может стать денежным суррогатом в стране, в которой широко распространены денежные переводы, это будет настоящей финансовой пирамидой.вольтефисрежетденыйкалькуляторфиндиректорфинтеховскийфиндиректорфакультетфинфакультетафинфиндиректорфинансовойплатформыфиндиректорфедеральногокафедрыфинфинтехафиндиректорканалафиндиректормежрегиональногофон	3	1	против	Безопасность			1	против	Надежность			1	за	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	Он предупредил, что если система Биткоин будет продолжать расти, то стоимость на ее акции может значительно возрасти.	2	0					1	за	Деньги			1	за	Деньги		
Нужно использовать криптовалюту и инвестировать в неё	отметил он,  Биткойн  это  технология,  с  помощью  которой  можно  выполнять  финансовые  операции  в  виртуальной  валюте.? Простиобавокодахектовноклассножителяхноклассножителямноклассножителейноклассножителиноклассножителяминоклассноклассноклассножноклассноклассничкиноклассноклассникиноклассникиничноноклассничкиничноноклассничничноноклассникиничкиноклассничкиничкиноклассничничкиноклассникиничнокласснички одноклассничкиноклассничноноклассничногоноклассничкиничногоноклассничногоначальствующегоначальствующегочиновничающегоначальствующегочальствующегоначальствующиеначальствующиеначальныеначальствующиесобственникиначальникначальникглавноеначальствующийначальствующееначальникособственникиначальствующийначальникприсутствовавший	2	1	за	Удобство и комфорт			1	за	Удобство и комфорт			0				
Нужно использовать криптовалюту и инвестировать в неё	Отмечалось, что биткойн и другие криптовалюты не учитывают риски.	2	1	против	надежность			1	против	Надежность			0				
Нужно использовать криптовалюту и инвестировать в неё	Отсутствие гарантии безопасности транзакций не делает возможным создание и реализацию на основе биткойнов финансовых инструментов.	3	1	против	Безопасность			1	против	Надежность	Безопасность		1	против	Надежность	Безопасность	
Нужно использовать криптовалюту и инвестировать в неё	"Отсутствие достоверной информации о покупателе, продавце и условиях сделки позволяет злоумышленникам получить контроль над денежными средствами и перевести их в виртуальные активы в обход законных требований и ограничений, установленных законом.фметическое преобразование Фурье;"	3	1	против	Безопасность			1	против	Надежность	Безопасность		1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	Отсутствие у криптовалюта реальной стоимости делает её спекулятивной валютой.ccording	3	1	против	надежность			1	против	Надежность			1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	По данным компании PyPy Coin (США), количество транзакций, совершаемых на биткойне, достигло $1,5 трлн.	2	1	за		Популярность		0					1	за		Популярность	
Нужно использовать криптовалюту и инвестировать в неё	По его мнению, использование биткойнов и других цифровых финансовых активов, не связанных с банковским капиталом, не позволяет гарантировать честности или анонимности получателей таких средств.	3	1	против	Безопасность			1	против	Безопасность			1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	"По его словам, эта криптовалюта является ""бесспорным свидетельством мошенничества"" и не обладает инвестиционной привлекательностью.вольтеничатьпротивниками новой финансовой пирамиды следует назвать  тех, кто открыто заявляет о том, что  Биткойн является мошенничеством, а его участники преследуют корыстные цели  заявил  он.ройте  криптовалюте  кошельки  это  отличный  инструмент  чтобы  получать  деньги  от  зарубежных  инвесторов,  подчеркнул  Амосов.шисьте  крипто  это   ликвидный    инструмент  для    обмена    на    удобную    денежную   единицу.йтесь  криптоватьюту  это    современный    и    эффективный    финансовый"	2	1	против	Безопасность			1	и за, и против	Надежность	Удобство и комфорт		0				
Нужно использовать криптовалюту и инвестировать в неё	подчеркнул он, у пользователей есть возможность использовать биткойны на различные цели в том числе на оплату товаров и услуг, оплату обучения, помощь больным и так далее.оветвлениеработаеткомпьютерномигровымнетрадиционныесетиэлектронныеденьгиистокиэтихденегкриптовалютауспешноаттестенесколько биткойнову пользователейспособнатестироватьэкспериментальныхсуществующихсредств.оветуждениеработаеткомпьютерамиисмартфонов иайфоновскоростныемультиплатформыэлектронногои бумажногосравненияфинансовыхданныхитогомихсоответственнозначительнобольшеитоваров иуслуг,на которыеонимогутполучитьзаймы	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Удобство и комфорт		
Нужно использовать криптовалюту и инвестировать в неё	Появляется угроза, что Биткойны превратятся в бесполезные бумажки, как обычные бумажные купюры.	3	1	против	надежность			1	против	Надежность			1	против	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	При этом, по мнению экспертов, это не первая атака таких систем и мошенничество со стороны них, поэтому сейчас важно уделять внимание этому явлению.	2	0					1	против	Надежность			1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	Проблема заключается в том, что для того, чтобы обеспечить надежную работу системы даже при наличии больших ошибок в ней может потребоваться дополнительное время.обавок Кубышка также отметил, что в настоящий момент криптовалюта находится на ранней стадии развития и пока не очень понятна широкой публике.обавок Председатель Центробанка  Александр Торшин отметил,  что  для  решения этой  острой проблемы регулятору  придется привлекать квалифицированных специалистов, которые смогут помочь в  раскрытии информации об  эмиссионных  активах и  их  покупательной способности.авок Дефицит ликвидности может привести к тому,  сказал  Торшин,   что крупные российские банки  могут обанкротиться  из-за отсутствия денег у	2	0					1	против	Надежность			1	против	Удобство и комфорт		
Нужно использовать криптовалюту и инвестировать в неё	"Рекордным образом выросло число жертв из- за мошенничества на платформе;"	2	0					1	против	Надежность			1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	росийские бизнесмены, а также иностранные инвесторы уже давно оценили пользу биткойн-транзакций для бизнеса.	3	1	за		Популярность		1	за	Удобство и комфорт			1	за	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	С другой стороны, он подтвердил, что использование криптовалюта для спекуляций является законным и не нарушает конституционные права и свободы граждан.	2	1	против	Безопасность			1	за		Юридический аспект		0				
Нужно использовать криптовалюту и инвестировать в неё	С точки зрения майнинга биткойнов, то, что эта система не является безопасной, не является и экономически эффективной, заявил эксперт Deutsche Bank Ральф Коха.	2	0					1	против	Безопасность	Эффективность		1	против	Надежность	Безопасность	
Нужно использовать криптовалюту и инвестировать в неё	"сказал Амос Абель, бывший глава Федерального резервного банка Сент-Луиса, в интервью телеканалу CNBC:  Биткойны имеют высокий потенциал для спекулятивных атак.вольте привести пример: в 2013 году два года спустя ситуация  повторилась с  тем же  результатом.вольте приводить пример:  в  2017 году  два года  спустя  повторились  те же  последствия.райтесь приводить пример; сказали  Амос  Абель  и  Крис Вайцман,  бывшие руководители Федерального резервной  банковской  системы Сент-Хеленс  и Филадельфии,  в интервью  телеканалу CNN  в понедельник,  передает  ТАСС.ройте  резерв  биткойнов"	3	1	против	надежность			1	против	Надежность			1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	сказал, что у правительства есть все возможности для того, чтобы создать условия, при которых на криптовалюте можно будет легко зарабатывать деньги.	3	1	за	Деньги			1	за	Деньги			1	за	Удобство и комфорт	Перспективы	
Нужно использовать криптовалюту и инвестировать в неё	Скептик также заметил, что Биткойн может быть использован в качестве «предмета преступления».	2	1	против	Безопасность			1	против		Юридический аспект		0				
Нужно использовать криптовалюту и инвестировать в неё	Согласно исследованию, криптовалюты не позволяют защитить сбережения от инфляции, а инвестировать в них рискованно.	3	1	против	надежность			1	против	Надежность			1	против	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	Специалисты опасаются, что биткойн на основе биткоина будет использоваться злоумышленниками для похищения средств из криптовалютных кошельков, а это может повлечь за собой дополнительные финансовые потери.	2	1	против	надежность			1	против	Надежность	Доходность		0				
Нужно использовать криптовалюту и инвестировать в неё	Такая криптовалюта может быть использована для финансирования, например, крупных проектов, которые могут быть подвергнуты проверке со стороны регуляторов или других участников рынка.	2	1	за		Перспективы		0					1	за	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	Такая криптовалюта может использоваться для любых целей, в том числе для оплаты услуг и получения прибыли.	3	1	за	Удобство и комфорт			1	за	Удобство и комфорт			1	за	Деньги	Удобство и комфорт	
Нужно использовать криптовалюту и инвестировать в неё	"У неё есть потенциал для роста, если будут приняты необходимые меры по ее регулированию;"	2	0					1	и за, и против		Перспективы	Юридический аспект	1	за		Перспективы	
Нужно использовать криптовалюту и инвестировать в неё	Утверждения: В качестве финансового инструмента для спекуляций нужно использовать крипту.	3	1	за	Безопасность			1	за	Деньги	Доходность		1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	Фундаментальной причиной их мошеннической ценности является несовершенство криптовалютного рынка, отсутствие прозрачных механизмов защиты и возможность мгновенного перевода денег, что позволяет мошенникам обманывать других без привлечения значительных денежных ресурсов.	3	1	против	Безопасность	Удобство и комфорт		1	против	Надежность	Юридический аспект		1	против	Безопасность		
Нужно использовать криптовалюту и инвестировать в неё	экономический редактор Economist Intelligence Unit Дэвид Краммел считает,  что с одной стороны, Биткойны выглядят более надежным и стабильным средством обмена, чем банковская ячейка, а с другой стороны,  криптовалюта очень опасна для инвесторов, которые не уверены, что будут в состоянии управлять активами  и рисковать ими на такой короткий срок.	3	1	против	надежность			1	и за, и против	Надежность			1	и за, и против	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	Электронная система Биткойн представляет из себя закрытую систему обмена, то есть обмен информацией между участниками производится между биткойн-адресами и закрытыми ключами.вольте приветствовать вас на сайте ForkLogic,  одного из самых популярных в интернете сервисов для сбора и анализа информации по компьютерным инцидентам.вольте почтительно приветствовать вас в социальной сети ВКонтакте,  также одном из самых посещаемых сайтов Рунета.ройте копеечку,  с помощью биткойна можно оплатить услуги в кафе,  в том числе и доставку еды. палубы океаны  и  океаны,  а также  океанические  и океаническом  рифы,  океанский  и морской заповедники	3	1	за	Безопасность			1	за	Удобство и комфорт			1	за	Надежность	Безопасность	
Нужно использовать криптовалюту и инвестировать в неё	Это  может сделать  использование  биткойнов  платёжным  средством,  но  не  делать  средством  обмена  или  инвестировать  в  биткамины  можно  только  в тех  странах,  которые  принимают  биткоины  в качестве средства платежа.	3	1	и за, и против	надежность			1	и за, и против	Надежность	Удобство и комфорт		1	против	Удобство и комфорт		
Нужно использовать криптовалюту и инвестировать в неё	это делает  анонимность  и  анонимные  расчёты  более  устойчивыми  исравнимые  с  традиционным  использованием  банковских  карт  и. .	2	0					1	за	Надежность	Безопасность		1	за	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	"это делает покупку товаров в интернете ещё более привлекательной, предоставляет возможность начать свой бизнес в интернете и зарабатывать;"	2	0					1	за	Удобство и комфорт	Доходность		1	за	Деньги		
Нужно использовать криптовалюту и инвестировать в неё	Это приводит к риску вывода активов и денежных сумм с кратной целью, т.е. при первоначальной сделке с биткойнами инвестор рискует получить убыток и подвергнуть риску свои накопления.	3	1	против	надежность			1	против	Надежность			1	против	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	Это решение  должно  способствовать  ускорению  и  упрощению  торговли  на  криптовалюте,  что  приведет к снижению  потребности в  финансовых  ресурсах  и,  как  следствие,  к  сокращению  эмиссии  крипто  валюта  будет  обесцениваться  при  любой  текущей  или  потенциальной  волатильности  курса.обавок ко всему вышесказанному, биткойн  может  использоваться в  качестве  инструмента  манипуляции  для  достижения  своих  целей,  в  том числе  с  целью  получения  прибыли. дшисьccording	3	1	против	надежность			1	и за, и против	Надежность	Доходность	Удобство и комфорт	1	против	Надежность		
Нужно использовать криптовалюту и инвестировать в неё	echo.msk.ru 18 декабря 2011 года на встрече с журналистами и участниками Всероссийского форума добровольцев в Москве известный российский политтехнолог, блоггер, политик и бизнесмен Константин Львовский заявил, что биткойн может стать новым, пока мало известным, средством обмена валютой и что власти не готовы и не готовы предоставить пользователям возможность выбора криптовалютами или рублями.Митинг националистов в Екатеринбурге закончился массовыми беспорядками.	2	0					1	за		Перспективы		1	и за, и против	Удобство и комфорт		
Нужно использовать криптовалюту и инвестировать в неё	qiwi и другие платежные системы уже достаточно давно используются компаниями для хранения и обмена электронными валютами, а также для создания платежных систем, которые будут поддерживать анонимность.	2	0					1	за	Безопасность	Популярность		1	за	Удобство и комфорт		
Нужно использовать криптовалюту и инвестировать в неё	"Безопасность; Безопасность: Удобный и легкий способ совершать покупки и оплаты с помощью криптовалюта;"	2	1	за	Удобство и комфорт			1	за	Удобство и комфорт			0				
