topic	claim	source	text	argument_sum	argument_annotator_1	stance_annotator_1	aspect_1_annotator_1	aspect_2_annotator_1	aspect_3_annotator_1	argument_annotator_2	stance_annotator_2	aspect_1_annotator_2	aspect_2_annotator_2	aspect_3_annotator_2	argument_annotator_3	stance_annotator_3	aspect_1_annotator_3	aspect_2_annotator_3	aspect_3_annotator_3
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Причину, по которой шахматная композиция есть искусство малых форм, Равилиус видит в ограниченности её выразительного языка.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=125537	Программа построена на изучении индустриальных кейсов и предусматривает разработку прототипа собственного устройства.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Программное обеспечение позволяет организовать распознавание образа мяча.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=1849096	Программы, которые могли играть осмысленные партии, были разработаны к концу 1950-х годов.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=271102	Промышленная революция, начавшаяся в Великобритании в XVIII веке, дала гражданам больше свободного времени, которое они могли потратить на посещение спортивных состязаний и участие в спортивных мероприятиях.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=344044	Процесс оценивания почти полностью автоматизирован.	1	1	за	Моральный аспект			0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Пьянство и нарушение общественного порядка являются серьёзной проблемой в модных районах Кингсуэй и Уинд-стрит.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Равилиус относит шахматную композицию к произведениям классического искусства, в которых прежде всего ценится слаженность элементов, подчинённость средств определённой цели и т. д.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=692	Развитием производства витаминов фактически ликвидирована цинга и другие авитаминозы в индустриально развитых обществах.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=692	Ракетное термоядерное оружие, возникшее во время Холодной войны предоставило человечеству средство полного самоуничтожения.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=692	Распространение Интернета позволило оцифровать музыку и видеозаписи.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=271102	Римляне проявляли страсть к , таким как печально известные гладиаторские битвы, в которых соперники сражались друг с другом насмерть.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	С её помощью можно развернуть виртуальный стол и показать его с точки зрения игрока.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	С точки зрения игрока также можно проследить взаимосвязь эстетического и спортивного аспектов.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=1849096	С фиксированным контролем времени партии тем не менее могли играться часами и затягиваться допоздна.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=1849096	Своей славой Филидор за пределами шахмат, один из крупнейших оперных композиторов своего времени обязан также блестящей игрой не глядя на доску он мог вести больше одной партии одновременно.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Север графства, сравнительно менее известный туристам, может похвастаться видом на горы.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Сейчас там ставятся произведения самых разных жанров, от пантомимы до оперы и балета.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=271102	Симфония, концерт, соната, опера и оратория берут своё начало в Италии.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=692	Синтез инсулина способствовал повышению средней продолжительности жизни диабетиков в три раза.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Система имеет немало критиков, которые считают, что автоматизация судейства в спорте лишает его человеческого фактора и особого соревновательного духа.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Система использует виртуальное, а следовательно, идеализированное представление игровой поверхности.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Система не накладывает никаких требований на инвентарь и площадку.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Ситуации, когда повтор показывает мизерный аут около 1 мм, является некоей абстракцией, так как это меньше погрешности, оговоренной самими разработчиками системы.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Собрание ведийских гимнов Риг-веда содержит поэму Жалобы игрока, которая предостерегает от увлечения азартными играми Не играй в кости, а паши свою борозду!	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Содержатели рулеток и иных игорных домов при продолжительной игре всегда остаются в выигрыше даже в том случае, если игра никаким обманом не сопровождается.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Состязания в абстрактных играх, прежде всего в шахматах и шашках, возможно проводить не видя партнёра, когда соперники находятся на значительном расстоянии друг от друга.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=83110	Социальная обстановка.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Споры с арбитрами нарушали нормальный ход поединков и мало способствовали спортивному духу соревнований.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Способность шахматиста создавать красивые интеллектуальные объекты позволяет определять шахматы как искусство.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=271102	Среди них Мазаччо, Мазолино, Беноццо Гоццоли, Пьеро Делла Франческо, Андреа Мантенья, Никколо Пиццоло, Джованни Беллини, Антонелло да Мессина, Доменико Гирландайо, Сандро Боттичелли, Ян ван Эйк, Сансовино, Леонардо да Винчи, Рафаэль Санти, Микеланджело Буонарроти, Джорджоне, Тициан, Антонио Корреджо и другие.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=692	Средства массовой информации, телекоммуникаций и информационных технологий радио, телевидение, покетбуки в мягкой обложке, персональные компьютеры и Интернет сделали знания более доступными для людей.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Стоимость использования системы оценивается в 20 000 в неделю на одном теннисном корте.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=125537	Студенты-рекламисты ведущих вузов изучают сегодня смену логотипа Samsung как пример исключительно удачного ребрендинга.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Суонси находится на океанском побережье, и вследствие этого климат там более мягкий, чем в горах и долинах Уэльса.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=125537	Существует легенда о том, что на развалинах сожжённого дома Ли Бён нашёл спрятанный ящик с деньгами, которые и вложил в своё новое дело.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=125537	Так что в 1969 году, когда компания Samsung, после объединения с Sanyo, начала производство чёрно-белых телевизоров, в самой Корее они были только у 2 жителей.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Так, в 2009 году во время встречи Энди Маррея с Иваном Любичичем, в ходе турнира Masters в Индиан-Уэллсе, произошёл инцидент.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Так, для создания поистине захватывающих ситуаций проблемисты могут изменять правила шахмат, добавлять новые фигуры, приписывать уже существующим фигурам новые способности и т. д. например, сказочные шахматы.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Так, например, меняется цвет виртуального корта, в зависимости от того, какое в данный момент используется покрытие.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Так, он обращает внимание на близость шахмат к музыке Из всех видов искусства они являются наименее референтными.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Так, он формулирует следующие условия, которым должна удовлетворять шахматная партия как произведение искусства Хамбл не рассматривает шахматные партии в качестве великих произведений искусства, так как они по своей природе не способны раскрыть глубокие проблемы человечества, поднимаемые великим искусством.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Так, успешно проведённая комбинация в условиях сложной позиции и цейтнота окажет наибольший эстетический эффект, чем если бы она была разработана в тиши кабинета.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=344044	Также была организована активная рекламная кампания с участием игроков.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=83110	Также в городе можно услышать радиостанции из Москвы и Серпухова.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=344044	Также регламентируется настройка компьютера, просмотр игр, разработка тактик, совершенствование техник игры и специальная подготовка к важным соревнованиям.	1	0					0					1	за	Надежность		
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Также существуют особые виды композиции, такие как восстановление шахматной партии, приводящей к заданной позиции из начальной расстановки фигур, различные математические и конструкционные задачи и пр. Варианты шахмат.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Также тему азартной игры в качестве завязки сюжета использовал М. Ю. Лермонтов в Маскараде, Штоссе и Тамбовской казначейше.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Таким способом, например, проводились первые чемпионаты мира среди шахматных программ, когда ЭВМ физически не могли ездить на соревнования.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=271102	Такой подход также считается специфическим европейским, а жанр трагедии может рассматриваться как прародитель романа и классической оперы.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Там проходят выставки и ярмарки.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Театр есть и в Центре искусств Талиесин, расположенном в университете.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Тем не менее низкая стоимость жизни в Суонси и вообще в Уэльсе приводит к тому, что низкий подушный доход не означает худшего стандарта жизни.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Тем не менее часть игорных заведений продолжает нелегально функционировать под вывесками электронных лотерей, интернет-кафе и компьютерных клубов.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=271102	Тем не менее, кельты на Западе имели развитую литературу поэт Цецилий Статиус, и большой объём научных знаний Кельтский календарь.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=271102	Тем не менее, на Западе была разработана паровая машина и паровой двигатель для использования на фабриках, а также для производства электроэнергии.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Теперь не нужно всю ночь ворочаться в кровати и думать попал я ту подачу или нет.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=271102	Технологии фотографии и Кинематографа как основы для совершенно новых видов искусства также были разработаны на Западе.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	То есть понимаете, человек в гораздо большей степени отождествляет себя со своим умом, чем с мышцами.	1	0					0					1	за	Интеллектуальное развитие		
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=344044	Тренер осуществляет учебно-тренировочную работу, направленную на воспитание, обучение и совершенствование мастерства, развитие функциональных возможностей своих подопечных.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=692	Тысячи химических веществ были разработаны для промышленной переработки и домашнего использования.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	У А. С. Пушкина на азартной игре завязан сюжет его повести Пиковая дама.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	У системы, как и у любого технологического процесса, есть ограничения по точности.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Увеличение числа участников различных азартных игр существенно влияет на отношение к риску в других областях, в частности на рынке ценных бумаг природные механизмы избегания рисков подавляются, а привычка играть в азартные игры облегчает переход на уровень игры на фондовом рынке.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=4324364	Уменьшилось количество пререканий в ходе игры.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Хотя в Торе нет упоминания о них, игры осуждаются в Талмуде.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Хотя исход каждой отдельной азартной игры зависит от случайности, результаты продолжительной серии игр подчиняются определенным статистическим закономерностям.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Хотя уже в XIII столетии стали появляться законодательные ограничения, а в XIV столетии и в Германии, как и везде, начали запрещать игорные дома впервые возникшие в XII столетии в Италии но до новейшего времени в маленьких германских государствах игорные дома в виде рулеток и других вертепов не только были терпимы, но и поощряемы правительствами, так как платили небогатым казначействам значительные налоги.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Христианская церковь относится отрицательно к азартным играм, мотивируя тем, что такие игры провоцируют неодобряемую церковью страсть к быстрой безосновательной наживе и могут иметь неблагоприятные социальные последствия.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Целые серии подобных изображений создали Виллем Корнелис Дейстер, Жорж де Латур, Караваджо.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=125537	Цена кризиса несколько непрофилирующих подразделений, резкое сокращение количества дочерних компаний.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Центр города если не считать схемы расположения улиц не сохранил ничего от средневекового Суонси важность города для промышленности сделала его целью для интенсивных немецких бомбёжек во время второй мировой войны, сравнявших центр города с землёй.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=344044	Чем больше времени студент проводит в игре, тем больше баллов он получает.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Шахматы играют важную роль во многих произведениях литературы, кинематографа, в изобразительном искусстве в частности, в живописи и других направлениях искусства.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Шахматы это интеллектуальная игра, вызывающая значительный интерес с эстетической точки зрения.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Широкие песчаные пляжи Лэнгленда, Кэсуэлла и Лаймслэйда привлекают любителей плавания и семейного отдыха, в то время как спокойные воды залива Суонси обещают прекрасные условия для различных водных видов спорта.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Эта зависимость может представлять как социальную, так и медицинскую проблему для общества.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=1849096	Эти новшества радикально изменили игру её скорость увеличилась, неточная игра уже на первых ходах могла привести к стремительной атаке и поражению, что дало стимул к изучению дебютов.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=344044	Это значит, что появилась возможность проведения в России официального чемпионата страны, появлению разрядов и званий по компьютерному спорту.	3	1	за	Популярность			1	за	Перспективы	Карьера		1	за	Перспективы		
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=125537	Это крупнейший развлекательный комплекс в Южной Корее.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Это не только популярный курорт, но и коммерческий центр, а недавно реконструированный портовый район стал центром индустрии высоких технологий.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=10646	Это обусловлено, во-первых, тем, что благодаря отсутствию соперника проблемист получает полную свободу для осуществления своих идей.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=25861	Это определяется самими условиями игры.	0	0					0					0				
Киберспорт	Киберспорт следует сделать олимпийским видом спорта	https://ru.wikipedia.org/wiki?curid=215614	Это снижает уровень потребительских затрат в центре и лишь ослабляет розничный сектор.	0	0					0					0				
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=3061961	, экономический обозреватель The New Yorker, считает, что благодаря стремительному росту цены, а вместе с тем и популярности, система Биткойн выглядит как классический пузырь.	3	1	против	Надежность			1	против	Надежность			1	против	Надежность		
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=6152147	20 июня 2017 года Министерство планирования и инвестиций Вьетнама опубликовало заявление о поддельности документа, который OneCoin использовал в качестве доказательства легализации.	3	1	против	Отношение властей			1	против	Надежность			1	против	Отношение властей		
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=5641958	24 января 2014 года глава Сбербанка Герман Греф на форуме в Давосе сказалКриптовалюты это очень интересный международный эксперимент, который ломает парадигму валютной эмиссии.	3	1	за	Перспективы			1	за	Отношение властей			1	за	Перспективы		
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=5641958	31 августа 2017 года на сайте Прокуратуры Свердловской области было опубликовано разъяснение прокуратуры Октябрьского района города Екатеринбурга следующего содержания Прокуратура района разъясняет, что использование виртуальной валюты при совершении сделок является основанием для рассмотрения вопроса об отнесении таких сделок к сделкам, направленным на легализацию доходов, полученных преступным путём и финансирование терроризма.	3	1	против	Отношение властей			1	против	Отношение властей			1	против	Отношение властей	Юридический аспект	
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=4573896	6 августа 2013 года мировой судья Амос Мацант из федерального суда Восточного округа Техаса постановил, что, поскольку криптовалюта в частности биткойн может использоваться в качестве денег её можно использовать для покупки товаров и услуг, оплаты индивидуальных расходов на проживание и обмена для обычных валют, она является валютой или формой денег.	3	1	за 	Отношение властей			1	за	Отношение властей			1	за	Удобство и комфорт	Отношение властей	
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=7580258	7 декабря венесуэльские пенсионеры столкнулись с тем, что их пенсионные выплаты автоматически переводились в криптовалюту Петро при этом местные магазины не принимали её к оплате, как и криптобиржи и ведущие расчёты в криптовалюте компании.	3	1	за	Удобство и комфорт			1	против	Удобство и комфорт			1	против	Удобство и комфорт		
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=8896867	Financal Times отметили, что регулирующие органы принимают жесткие меры в отношении криптовалютной индустрии из-за опасений, связанных с ее потенциальной ролью в незаконной деятельности, такой как отмывание денег и мошенничество, а также из-за зачастую слабой защиты потребителей.	3	1	против	Отношение властей			1	против	Отношение властей			1	против	Безопасность	Отношение властей	
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=8682971	GameStop, американская сеть магазинов продажи видеоигр на физических носителях, был в затруднительной ситуации в последние годы из-за конкуренции со стороны цифрового распространения компьютерных игр, а также экономических последствий пандемии COVID-19, из-за которых сократилось число покупателей.	0	0					0					0				
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=3061961	Goldman Sachs опубликовал отчёт Будущее финансов революция способов оплаты в грядущем десятилетии, в котором подразумевается, что биткойн и криптовалюты в целом могут изменить платёжную экосистему.	3	1	за	Перспективы			1	за	Перспективы			1	за	Перспективы		
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=6649437	Monero прежде всего используется для проведения конфиденциальных транзакций.	0	0					0					0				
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=9141215	Square это технология, позволяющая, в первую очередь малому бизнесу, получать платежи от своих клиентов.	0	0					0					0				
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=19982	XML-интерфейсы открывают наиболее широкие возможности по интеграции.	0	0					0					0				
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=3061961	Австралийский экономист Джон Куиггин считает биткойны приемлемым инструментом расчётов вместо бартера, но неподходящим на роль финансового актива.	3	1	и за, и против	Перспективы			1	и за, и против	Перспективы			1	и за, и против	Надежность		
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=3061961	Австралийский экономист Джон Куиггин считает, что система Биткойн заставляет пересмотреть ряд экономических теорий.	0	0					0					0				
Криптовалюта	Нужно использовать криптовалюту и инвестировать в неё	https://ru.wikipedia.org/wiki?curid=3061961	Авторы исследования отметили, что при принятии решений об использовании биткойна в качестве валюты как это сделали власти Японии в апреле 2017 года важно учитывать его уязвимость для подобных манипуляций.	3	1	против	Безопасность			1	против	Безопасность			1	против	Надежность		
